measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1992,3392628.787856637,3663388.2283538706,3106651.200016859
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1993,1827456.690938888,1966781.303124615,1680791.100010952
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1993,1622873.8023784196,1746601.0919299894,1492627.3530877333
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1993,3450330.4933173074,3713382.3950546044,3173418.4530986855
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1994,1855897.5855102818,2002436.3187960752,1717700.079654215
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1994,1644572.960798353,1774425.8364920276,1522111.5258813128
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1994,3500470.546308635,3776862.155288103,3239811.6055355277
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1995,1873273.3084094906,2001530.6474129234,1747984.3823920512
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1995,1658054.1831263967,1771576.1217013183,1547159.618542541
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1995,3531327.491535887,3773106.7691142415,3295144.0009345924
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1996,1872099.3694853012,2006108.2897814463,1737602.788277076
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1996,1655633.1659864835,1774146.9674420846,1536688.0906396804
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1996,3527732.535471785,3780255.257223531,3274290.8789167562
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1997,1842721.2186585285,1983334.2228525854,1700373.3301963743
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1997,1633943.3190393012,1758625.0540985968,1507723.2598263244
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1997,3476664.53769783,3741959.276951182,3208096.590022699
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1998,1797521.2840618922,1932858.487406811,1647066.357186083
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1998,1603464.074133314,1724190.5130252496,1469251.9943316441
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1998,3400985.358195206,3657049.00043206,3116318.3515177276
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,1999,1740150.5127116435,1862152.9349534216,1616713.0063355556
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,1999,1565498.2666153566,1675255.7727317414,1454449.7102660765
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,1999,3305648.779327,3537408.7076851632,3071162.716601632
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2000,1677577.2021365939,1788966.6144035526,1558487.8048803173
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2000,1520621.0934195651,1621588.7804273632,1412673.8411322325
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2000,3198198.2955561588,3410555.3948309156,2971161.64601255
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2001,1607731.5790990852,1725923.4578923504,1484997.336688715
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2001,1466101.7833225753,1573881.7924520543,1354179.5607253045
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2001,3073833.3624216607,3299805.250344405,2839176.89741402
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2002,1530767.4975072546,1652269.2116196868,1410871.1394487296
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2002,1399777.8232145298,1510882.4848787538,1290141.1452945918
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2002,2930545.320721784,3163151.6964984406,2701012.284743322
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2003,1447472.9090442997,1556356.4452111463,1327398.2262020777
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2003,1327665.5631321687,1427536.8080152422,1217529.4628863323
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2003,2775138.4721764685,2983893.2532263882,2544927.6890884098
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2004,1365289.6205726804,1468674.946459113,1259605.4850295184
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2004,1255960.9379677423,1351067.4479095372,1158739.7007994535
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2004,2621250.5585404225,2819742.39436865,2418345.185828972
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2005,1278149.84711803,1361926.667891087,1190305.6413123105
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2005,1180547.6001271515,1257927.0442767716,1099411.3651365128
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2005,2458697.4472451815,2619853.712167858,2289717.0064488235
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2006,1216524.442920502,1303648.4341297091,1135199.0518865997
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2006,1128442.811880075,1209258.6493212937,1053005.730882977
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2006,2344967.254800577,2512907.083451003,2188204.7827695766
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2007,1186012.8499908657,1283440.0027475927,1095830.2404426576
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2007,1105468.8834275985,1196279.6075899368,1021410.7143423203
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2007,2291481.733418464,2479719.6103375293,2117240.9547849777
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2008,1171740.8757318514,1276212.1231850956,1074149.3113676135
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2008,1096571.1812281548,1194340.3737150435,1005240.325380052
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2008,2268312.0569600062,2470552.496900139,2079389.6367476655
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2009,1167736.2221953718,1254477.3777577688,1081580.073393175
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2009,1096451.5065165902,1177897.529073445,1015554.7788530104
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2009,2264187.7287119622,2432374.9068312137,2097134.8522461853
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2010,1176284.1486914547,1260373.927502238,1093972.6163400807
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2010,1106992.0447267399,1186128.2944925143,1029529.2891471444
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2010,2283276.1934181945,2446502.221994752,2123501.9054872254
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2011,1187642.5691942538,1274851.0710759081,1098068.9018169045
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2011,1119794.6165860125,1202021.0485619744,1035338.136902001
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2011,2307437.1857802663,2476872.119637883,2133407.0387189053
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2012,1192346.8589218676,1280410.6724067202,1092408.6415152778
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2012,1125626.4485157449,1208762.4561916818,1031280.4954999491
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2012,2317973.3074376127,2489173.128598402,2123689.1370152268
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2013,1193660.378575466,1285646.0769568179,1103848.4109604175
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2013,1128021.0271102241,1214948.4344615636,1043147.8171299932
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2013,2321681.40568569,2500594.5114183812,2146996.2280904106
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2014,1191303.2476929668,1276258.3623102587,1100586.6153454336
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2014,1127647.9918284852,1208063.67488758,1041778.6479059848
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2014,2318951.2395214518,2484322.037197839,2142365.2632514182
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2015,1174243.586594295,1253880.1405649679,1099424.6469658618
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2015,1113905.6229553758,1189450.0894301762,1042931.2199378654
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2015,2288149.2095496706,2443330.229995144,2142355.8669037274
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2016,1134674.1608801493,1216604.459062939,1047981.3447817833
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2016,1078719.306400926,1156609.3275858671,996301.6241483995
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2016,2213393.4672810757,2373213.7866488057,2044282.9689301827
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2017,1075813.5581405333,1159874.7720722023,989966.1370570116
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2017,1025035.4287362894,1105128.9745096597,943239.9843394477
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2017,2100848.9868768225,2265003.746581862,1933206.1213964594
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2018,1006544.2486100245,1089567.5745742584,921275.0167359685
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2018,960829.729871713,1040082.360811113,879433.1959974627
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2018,1967373.9784817374,2129649.9353853716,1800708.2127334315
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2019,930870.1210328,1000813.6278379953,861647.7742815119
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2019,889839.4574585658,956700.0116239858,823668.2762320879
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2019,1820709.5784913658,1957513.6394619811,1685316.0505135998
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2020,856643.202392917,916149.8246381922,799093.7705375641
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2020,819611.8923462894,876546.1388672993,764550.2300174906
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2020,1676255.0947392064,1792695.9635054914,1563644.0005550548
44,Population,68,Republic of Korea,1,Male,1,<5 years,1,Number,2021,791956.407975343,846568.4447808147,733696.5001074957
44,Population,68,Republic of Korea,2,Female,1,<5 years,1,Number,2021,757941.0621938511,810207.4556065017,702183.4775490572
44,Population,68,Republic of Korea,3,Both,1,<5 years,1,Number,2021,1549897.4701691943,1656775.9003873162,1435879.9776565528
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1980,2355982.3621831215,2507709.4889002563,2190736.6546548917
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1980,2203929.8957701204,2345864.7234406183,2049348.961373106
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1980,4559912.257953242,4853574.2123408755,4240085.616027999
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1981,2265810.891039076,2441115.581524294,2094789.9244856841
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1981,2118029.24273096,2281900.1387108606,1958162.675881648
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1981,4383840.133770036,4723015.720235154,4052952.600367332
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1982,2177855.8486999217,2347376.892732332,2005836.5261605273
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1982,2034487.2812569155,2192848.730291853,1873792.0157526603
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1982,4212343.129956837,4540225.623024185,3879628.5419131876
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1983,2107732.1159713455,2272246.2095590117,1945771.3416728394
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1983,1966391.848845447,2119873.9589293934,1815291.8376058738
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1983,4074123.9648167924,4392120.168488406,3761063.179278713
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1984,2073807.3931596158,2226414.152810495,1922928.0716816883
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1984,1936034.3020439763,2078502.6539181282,1795178.626240189
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1984,4009841.695203592,4304916.806728623,3718106.6979218773
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1985,2090456.1445894835,2235664.0163038876,1951642.4495426046
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1985,1951236.225382657,2086773.5626442828,1821667.2262645809
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1985,4041692.3699721405,4322437.57894817,3773309.6758071855
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1986,2140144.575498498,2296614.1419085385,1986037.6996026987
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1986,2000088.0400249017,2146317.837762612,1856066.3122904587
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1986,4140232.6155233993,4442931.9796711495,3842104.0118931574
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1987,2179115.5438412926,2343489.125558934,2014528.1907645154
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1987,2036570.801255696,2190192.0435849857,1882749.771214648
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1987,4215686.345096989,4533681.16914392,3897277.9619791633
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1988,2195586.9948786404,2377825.339859462,2016860.5208419105
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1988,2050712.5213556704,2220925.979895473,1883779.2050899991
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1988,4246299.516234311,4598751.319754935,3900639.7259319094
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1989,2149916.886943583,2311012.0665851706,1994708.5812047804
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1989,2006633.831046427,2156992.6841958016,1861769.5160367226
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1989,4156550.7179900096,4468004.750780972,3856478.097241503
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1990,2050625.3573622939,2181735.4629470557,1904489.0964447446
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1990,1910230.4348834679,2032364.1601442096,1774099.3116421907
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1990,3960855.7922457615,4214099.623091266,3678588.4080869355
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1991,1930738.6364101202,2070227.754942036,1793022.4545750457
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1991,1788924.002244721,1918167.509101595,1661323.208156747
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1991,3719662.638654841,3988395.264043631,3454345.662731793
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1992,1815599.1856703216,1960498.8049386889,1662555.4228335707
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1992,1674674.5232618058,1808327.2053814444,1533509.8363696367
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1992,3490273.7089321273,3768826.010320133,3196065.259203207
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1993,1729132.3751117378,1860960.7783645971,1590357.9664782316
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1993,1583044.6635473485,1703735.3945042084,1455994.7683592981
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1993,3312177.0386590865,3564696.172868806,3046352.7348375297
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1994,1682617.9606065757,1815474.8092151794,1557323.5438887936
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1994,1528816.2521215456,1649529.1614769548,1414974.5215190856
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1994,3211434.2127281213,3465003.970692134,2972298.0654078787
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1995,1674524.7856148283,1789174.416362305,1562528.6283870311
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1995,1510267.750013324,1613671.1999689927,1409257.4897653938
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1995,3184792.5356281525,3402845.6163312974,2971786.1181524247
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1996,1691963.9995431132,1813078.4406109808,1570408.8208089264
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1996,1517718.474843247,1626360.0445389699,1408681.556488267
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1996,3209682.47438636,3439438.4851499507,2979090.3772971937
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1997,1743632.238283566,1876684.0340474118,1608938.8484962098
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1997,1549338.1497145416,1667563.896256072,1429653.733052601
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1997,3292970.387998108,3544247.930303484,3038592.581548811
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1998,1798449.6112014854,1933856.7092397106,1647916.982106992
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1998,1588531.0481795,1708133.164378856,1455568.8825501057
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1998,3386980.6593809854,3641989.873618567,3103485.8646570975
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,1999,1845911.9991450477,1975329.387753534,1714972.3059979863
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,1999,1624655.5047867557,1738560.5408422593,1509410.6321357351
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,1999,3470567.503931803,3713889.9285957934,3224382.9381337217
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2000,1874235.2604666243,1998682.5668841735,1741185.3196345977
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2000,1650219.0201038886,1759791.877035311,1533071.7506997033
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2000,3524454.280570513,3758474.443919485,3274257.0703343013
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2001,1876111.1020343981,2014032.8166147661,1732888.76456255
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2001,1654996.9645465417,1776663.5432092047,1528654.4822094678
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2001,3531108.06658094,3790696.359823971,3261543.2467720183
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2002,1843275.4404061222,1989581.869014906,1698902.103133608
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2002,1637947.9201560323,1767956.873344502,1509656.7259439519
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2002,3481223.3605621546,3757538.742359408,3208558.8290775595
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2003,1798011.3274026036,1933263.4831924494,1648857.8347633968
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2003,1613311.1039227212,1734669.518878015,1479479.3631564921
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2003,3411322.431325325,3667933.0020704647,3128337.197919889
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2004,1743020.44614454,1875009.0983220772,1608096.9791313112
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2004,1581620.2865733542,1701387.0571486636,1459190.4590661912
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2004,3324640.7327178945,3576396.155470741,3067287.4381975024
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2005,1691688.0931129772,1802570.4364471333,1575422.3850306459
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2005,1547161.599741096,1648570.89876869,1440828.8545713406
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2005,3238849.692854073,3451141.335215823,3016251.2396019865
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2006,1622635.5334437345,1738844.0360958567,1514161.3716373204
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2006,1491618.1208107388,1598443.5321711753,1391902.551876531
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2006,3114253.6542544733,3337287.5682670325,2906063.9235138516
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2007,1539749.9914451186,1666235.5161380833,1422669.7487804447
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2007,1415867.2053783617,1532176.1564177205,1308206.8209603238
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2007,2955617.1968234805,3198411.672555804,2730876.569740768
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2008,1452646.456393635,1582162.9651637082,1331658.9214498904
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2008,1337755.5848441704,1457028.5381316664,1226337.0426000103
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2008,2790402.041237805,3039191.5032953746,2557995.9640499004
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2009,1369228.7634859544,1470937.0798990193,1268206.3965773021
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2009,1263111.1970472033,1356936.945322524,1169918.2360187897
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2009,2632339.9605331575,2827874.0252215434,2438124.632596092
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2010,1275907.5504531842,1367119.1712337334,1186624.7817162934
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2010,1180552.3172401239,1264947.217351389,1097942.1159880715
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2010,2456459.867693308,2632066.3885851223,2284566.897704365
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2011,1214856.1918418936,1304062.987927067,1123230.0348970592
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2011,1127195.901448274,1209965.809198496,1042181.2064850082
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2011,2342052.0932901674,2514028.7971255635,2165411.241382068
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2012,1194178.5848129862,1282377.6850778756,1094086.838742345
44,Population,68,Republic of Korea,2,Female,6,5-9 years,1,Number,2012,1112111.2227668352,1194249.0290296078,1018898.0672747523
44,Population,68,Republic of Korea,3,Both,6,5-9 years,1,Number,2012,2306289.8075798214,2476626.7141074836,2112984.906017097
44,Population,68,Republic of Korea,1,Male,6,5-9 years,1,Number,2013,1186782.3584640846,1278238.023768372,1097487.8986180685
